0,0.04
1,0.11
2,0.09
3,0.08
4,0.07
5,0.12
6,0.06
7,0.11
8,0.25
9,0.11
10,0.14
11,0.15
12,0.16
13,0.11
14,0.17
15,0.2
16,0.23
17,0.14
18,0.21
19,0.2
20,0.14
21,0.23
22,0.18
23,0.23
24,0.25
25,0.24
26,0.16
27,0.21
28,0.2
29,0.21
30,0.19
31,0.23
32,0.16
33,0.24
34,0.22
35,0.24
36,0.25
37,0.16
38,0.22
39,0.24
40,0.41
41,0.27
42,0.21
43,0.25
44,0.24
45,0.27
46,0.29
47,0.32
48,0.28
49,0.25
50,0.25
51,0.23
52,0.27
53,0.36
54,0.34
55,0.43
56,0.3
57,0.36
58,0.3
59,0.29
60,0.28
61,0.29
62,0.19
63,0.3
64,0.36
65,0.41
66,0.42
67,0.3
68,0.23
69,0.34
70,0.36
71,0.4
72,0.33
73,0.27
74,0.41
75,0.34
76,0.34
77,0.31
78,0.35
79,0.35
80,0.34
81,0.42
82,0.3
83,0.41
84,0.36
85,0.39
86,0.33
87,0.34
88,0.48
89,0.33
90,0.39
91,0.36
92,0.3
93,0.43
94,0.36
95,0.34
96,0.4
97,0.4
98,0.33
99,0.39
100,0.44
101,0.39
102,0.42
103,0.39
104,0.36
105,0.33
106,0.37
107,0.39
108,0.43
109,0.38
110,0.31
111,0.34
112,0.3
113,0.39
114,0.42
115,0.43
116,0.33
117,0.38
118,0.38
119,0.33
120,0.47
121,0.34
122,0.43
123,0.41
124,0.36
125,0.5
126,0.43
127,0.39
128,0.41
129,0.33
130,0.4
131,0.37
132,0.42
133,0.4
134,0.43
135,0.45
136,0.44
137,0.41
138,0.35
139,0.34
140,0.46
141,0.38
142,0.39
143,0.38
144,0.48
145,0.44
146,0.46
147,0.37
148,0.47
149,0.43
150,0.53
151,0.29
152,0.37
153,0.38
154,0.32
155,0.41
156,0.4
157,0.41
158,0.43
159,0.46
160,0.46
161,0.47
162,0.43
163,0.41
164,0.43
165,0.36
166,0.46
167,0.35
168,0.44
169,0.4
170,0.49
171,0.43
172,0.49
173,0.42
174,0.35
175,0.46
176,0.38
177,0.38
178,0.4
179,0.47
180,0.42
181,0.35
182,0.41
183,0.48
184,0.4
185,0.41
186,0.47
187,0.45
188,0.46
189,0.44
190,0.47
191,0.46
192,0.48
193,0.45
194,0.49
195,0.44
196,0.39
197,0.44
198,0.41
199,0.51
200,0.53
201,0.38
202,0.44
203,0.46
204,0.47
205,0.41
206,0.38
207,0.42
208,0.48
209,0.48
210,0.49
