1,0.04
2,0.04
3,0.07
4,0.07
5,0.09
6,0.13
7,0.1
8,0.12
9,0.09
10,0.12
11,0.06
12,0.22
13,0.12
14,0.11
15,0.08
16,0.16
17,0.08
18,0.12
19,0.08
20,0.07
21,0.11
22,0.09
23,0.07
24,0.05
25,0.09
26,0.04
27,0.08
28,0.12
29,0.1
30,0.05
31,0.12
32,0.1
33,0.07
34,0.08
35,0.12
36,0.04
37,0.08
38,0.09
39,0.05
40,0.09
41,0.06
42,0.1
43,0.09
44,0.12
45,0.13
46,0.07
47,0.11
48,0.03
49,0.09
50,0.08
51,0.08
52,0.12
53,0.11
54,0.08
55,0.06
56,0.06
57,0.06
58,0.08
59,0.11
60,0.1
61,0.06
62,0.09
63,0.1
64,0.1
65,0.1
66,0.01
67,0.13
68,0.06
69,0.1
70,0.12
71,0.06
72,0.01
73,0.07
74,0.07
75,0.07
76,0.14
77,0.09
78,0.09
79,0.09
80,0.09
81,0.1
82,0.09
83,0.03
84,0.09
85,0.11
86,0.11
87,0.08
88,0.17
89,0.12
90,0.09
91,0.08
92,0.08
93,0.09
94,0.13
95,0.05
96,0.12
97,0.19
98,0.09
99,0.09
100,0.15
101,0.1
102,0.08
103,0.08
104,0.12
105,0.14
106,0.12
107,0.13
108,0.12
109,0.1
110,0.14
111,0.1
112,0.08
113,0.12
114,0.16
115,0.14
116,0.15
117,0.1
118,0.09
119,0.08
120,0.1
121,0.13
122,0.06
123,0.09
124,0.14
125,0.16
126,0.09
127,0.12
128,0.09
129,0.14
130,0.11
131,0.14
132,0.17
133,0.11
134,0.15
135,0.12
136,0.16
137,0.09
138,0.18
139,0.09
140,0.17
141,0.14
142,0.11
143,0.14
144,0.12
145,0.1
146,0.09
147,0.1
148,0.14
149,0.16
150,0.09
151,0.1
152,0.17
153,0.09
154,0.17
155,0.14
156,0.11
157,0.15
158,0.1
159,0.1
160,0.13
161,0.06
162,0.12
163,0.16
164,0.1
165,0.11
166,0.14
167,0.12
168,0.2
169,0.09
170,0.12
171,0.12
172,0.17
173,0.17
174,0.15
175,0.08
176,0.13
177,0.09
178,0.13
179,0.18
180,0.14
181,0.12
182,0.17
183,0.15
184,0.1
185,0.18
186,0.13
187,0.1
188,0.15
189,0.17
190,0.15
191,0.13
192,0.16
193,0.14
194,0.1
195,0.16
196,0.16
197,0.17
198,0.11
199,0.14
200,0.2
201,0.1
202,0.15
203,0.12
204,0.15
205,0.16
206,0.23
207,0.17
208,0.15
209,0.15
210,0.25
211,0.12
212,0.17
213,0.18
214,0.16
215,0.15
216,0.17
217,0.14
218,0.16
219,0.11
220,0.19
221,0.14
222,0.16
223,0.1
224,0.24
225,0.1
226,0.15
227,0.16
228,0.12
229,0.18
230,0.1
231,0.19
232,0.23
233,0.16
234,0.19
235,0.11
236,0.17
237,0.19
238,0.32
239,0.22
240,0.18
241,0.11
242,0.18
243,0.13
244,0.19
245,0.14
246,0.15
247,0.14
248,0.19
249,0.19
250,0.18
251,0.21
252,0.19
253,0.16
254,0.13
255,0.21
256,0.17
257,0.21
258,0.19
259,0.24
260,0.2
261,0.25
262,0.26
263,0.2
264,0.24
265,0.18
266,0.26
267,0.19
268,0.15
269,0.11
270,0.16
271,0.21
272,0.18
273,0.24
274,0.22
275,0.18
276,0.24
277,0.15
278,0.16
279,0.23
280,0.19
281,0.23
282,0.2
283,0.2
284,0.22
285,0.21
286,0.16
287,0.16
288,0.14
289,0.13
290,0.16
291,0.17
292,0.2
293,0.2
294,0.14
295,0.18
296,0.21
297,0.22
298,0.14
299,0.15
300,0.23
301,0.21
302,0.27
303,0.22
304,0.21
305,0.11
306,0.21
307,0.21
308,0.25
309,0.17
310,0.27
311,0.18
312,0.22
313,0.18
314,0.13
315,0.16
316,0.19
317,0.24
318,0.18
319,0.19
320,0.23
321,0.23
322,0.16
323,0.32
324,0.2
325,0.23
326,0.13
327,0.17
328,0.2
329,0.27
330,0.28
331,0.21
332,0.19
333,0.24
334,0.18
335,0.24
336,0.17
337,0.17
338,0.22
339,0.29
340,0.22
341,0.22
342,0.27
343,0.26
344,0.31
345,0.26
346,0.29
347,0.23
348,0.21
349,0.2
350,0.18
351,0.18
352,0.15
353,0.2
354,0.22
355,0.21
356,0.23
357,0.21
358,0.22
359,0.23
360,0.17
361,0.18
362,0.22
363,0.19
364,0.15
365,0.26
366,0.22
367,0.18
368,0.2
369,0.16
370,0.18
371,0.24
372,0.23
373,0.19
374,0.2
375,0.21
376,0.17
377,0.21
378,0.18
379,0.23
380,0.22
381,0.19
382,0.2
383,0.2
384,0.28
385,0.22
386,0.15
387,0.16
388,0.2
389,0.18
390,0.24
391,0.23
392,0.32
393,0.18
394,0.22
395,0.23
396,0.21
397,0.22
398,0.27
399,0.21
400,0.21
401,0.16
402,0.23
403,0.21
404,0.22
405,0.23
406,0.23
407,0.23
408,0.31
409,0.16
410,0.23
411,0.24
412,0.24
413,0.26
414,0.3
415,0.2
416,0.22
417,0.18
418,0.22
419,0.23
420,0.17
421,0.17
422,0.21
423,0.18
424,0.23
425,0.21
426,0.21
427,0.19
428,0.2
429,0.18
430,0.29
431,0.23
432,0.3
433,0.22
434,0.19
435,0.18
436,0.18
437,0.3
438,0.2
439,0.16
440,0.22
441,0.14
442,0.17
443,0.28
444,0.23
445,0.27
446,0.27
447,0.19
448,0.21
449,0.21
450,0.18
451,0.19
452,0.22
453,0.28
454,0.26
455,0.24
456,0.31
457,0.25
458,0.25
459,0.22
460,0.29
461,0.27
462,0.16
463,0.2
464,0.18
465,0.22
466,0.3
467,0.24
468,0.23
469,0.22
470,0.18
471,0.23
472,0.19
473,0.23
474,0.21
475,0.2
476,0.28
477,0.21
478,0.17
479,0.14
480,0.16
481,0.14
482,0.29
483,0.26
484,0.19
485,0.23
486,0.15
487,0.22
488,0.31
489,0.19
490,0.24
491,0.24
492,0.26
493,0.23
494,0.21
495,0.21
496,0.21
497,0.26
498,0.23
499,0.26
500,0.25
501,0.17
502,0.24
503,0.24
504,0.21
505,0.25
506,0.2
507,0.17
508,0.21
509,0.21
510,0.32
511,0.23
512,0.18
513,0.21
514,0.2
515,0.27
516,0.26
517,0.22
518,0.29
519,0.27
520,0.23
521,0.29
522,0.32
523,0.19
524,0.29
525,0.28
526,0.31
527,0.27
528,0.23
529,0.22
530,0.2
531,0.19
532,0.23
533,0.32
534,0.27
535,0.23
536,0.24
537,0.26
538,0.24
539,0.25
540,0.31
541,0.19
542,0.24
543,0.26
544,0.24
545,0.22
546,0.23
547,0.21
548,0.18
549,0.31
550,0.3
551,0.28
552,0.23
553,0.28
554,0.22
555,0.25
556,0.28
557,0.22
558,0.33
559,0.17
560,0.28
561,0.33
562,0.23
563,0.36
564,0.26
565,0.15
566,0.18
567,0.25
568,0.2
569,0.28
570,0.33
571,0.2
572,0.23
573,0.25
574,0.25
575,0.17
576,0.24
577,0.23
578,0.25
579,0.26
580,0.26
581,0.16
582,0.23
583,0.18
584,0.25
585,0.23
586,0.27
587,0.22
588,0.24
589,0.26
590,0.27
591,0.2
592,0.17
593,0.25
594,0.21
595,0.25
596,0.29
597,0.19
598,0.27
599,0.19
600,0.24
601,0.28
602,0.34
603,0.25
604,0.24
605,0.23
606,0.26
607,0.15
608,0.21
609,0.22
610,0.22
611,0.29
612,0.34
613,0.28
614,0.26
615,0.29
616,0.28
617,0.28
618,0.26
619,0.25
620,0.26
621,0.21
622,0.28
623,0.23
624,0.2
625,0.24
626,0.25
627,0.26
628,0.36
629,0.18
630,0.24
631,0.24
632,0.25
633,0.24
634,0.21
635,0.27
636,0.22
637,0.21
638,0.33
639,0.31
640,0.33
641,0.28
642,0.32
643,0.2
644,0.3
645,0.21
646,0.29
647,0.26
648,0.27
649,0.31
650,0.25
651,0.26
652,0.27
653,0.24
654,0.32
655,0.29
656,0.26
657,0.25
658,0.29
659,0.29
660,0.27
661,0.21
662,0.23
663,0.23
664,0.28
665,0.21
666,0.22
667,0.33
668,0.21
669,0.25
670,0.15
671,0.32
672,0.23
673,0.28
674,0.32
675,0.25
676,0.23
677,0.28
678,0.25
679,0.21
680,0.25
681,0.33
682,0.22
683,0.28
684,0.25
685,0.24
686,0.27
687,0.22
688,0.19
689,0.24
690,0.17
691,0.25
692,0.25
693,0.25
694,0.28
695,0.3
696,0.24
697,0.26
698,0.2
699,0.3
700,0.23
701,0.2
702,0.26
703,0.32
704,0.21
705,0.24
706,0.3
707,0.22
708,0.26
709,0.24
710,0.27
711,0.28
712,0.36
713,0.3
714,0.24
